Molecule ChEMBL ID	Molecule Name	Molecule Max Phase	Molecular Weight	#RO5 Violations	AlogP	Smiles	Standard Type	Standard Relation	Standard Value	Standard Units	pChEMBL Value	Data Validity Comment	Comment	Uo Units	Ligand Efficiency BEI	Ligand Efficiency LE	Ligand Efficiency LLE	Ligand Efficiency SEI	Potential Duplicate	Assay ChEMBL ID	Assay Description	Assay Type	BAO Format ID	BAO Label	Assay Organism	Assay Tissue ChEMBL ID	Assay Tissue Name	Assay Cell Type	Assay Subcellular Fraction	Assay Parameters	Assay Variant Accession	Assay Variant Mutation	Target ChEMBL ID	Target Name	Target Organism	Target Type	Document ChEMBL ID	Source ID	Source Description	Document Journal	Document Year	Cell ChEMBL ID	Properties	Action Type	Standard Text Value	Value
CHEMBL5406644		None	561.13	1	4.5	Oc1cc(N2CCc3c(nc(OCC45CCCN4CCC5)nc3N3CC4CCC(C3)N4)C2)c2c(Cl)cccc2c1	IC50	='	15	nM	7.82			UO_0000065	13.94	0.27	3.32	10.16	0	CHEMBL5363764	Inhibition of KRAS G12D mutant in human PANC-1 cells assessed as reduction in phosphorylation of ERK 1/2 level incubated for 3 hrs	B	BAO_0000219	cell-based format	Homo sapiens	None	None	PANC-1	None		P01116	G12D	CHEMBL2189121	GTPase KRas	Homo sapiens	SINGLE PROTEIN	CHEMBL5360613	1	Scientific Literature	ACS Med Chem Lett	2023	None	TIME = 3.0 hr	INHIBITOR		15
CHEMBL5410609		None	624.06	2	5.29	Cc1cc(N)nc(-c2c(Cl)cc3c(N4CC5CCC(C4)N5)nc(OC[C@@]45CCCN4C[C@H](F)C5)nc3c2F)c1C(F)(F)F	IC50	='	89.9	nM	7.05			UO_0000065	11.29	0.22	1.76	7.62	0	CHEMBL5374159	Inhibition of KRAS G12D mutant in human ASPC1 cells assessed as reduction in ERK phosphorylation measured after 4 hrs by HTRF assay	B	BAO_0000219	cell-based format	Homo sapiens	None	None	ASPC1	None		P01116	G12D	CHEMBL2189121	GTPase KRas	Homo sapiens	SINGLE PROTEIN	CHEMBL5370635	1	Scientific Literature	ACS Med Chem Lett	2023	None	TIME = 4.0 hr	INHIBITOR		89.9
CHEMBL5094356		None	542.63	2	5.07	Fc1ccc2cccc(-c3ncc4c(N5C[C@H]6CC[C@@H](C5)N6)nc(OCC56CCCN5CCC6)nc4c3F)c2c1	IC50	='	370	nM	6.43			UO_0000065	11.85	0.22	1.36	9.68	0	CHEMBL5047300	Inhibition of KRAS G12D mutant in human AGS cells assessed as reduction in ERK phosphorylation measured after 3 hrs by In-Cell Western assay	B	BAO_0000219	cell-based format	Homo sapiens	None	None	AGS	None		P01116	G12D	CHEMBL2189121	GTPase KRas	Homo sapiens	SINGLE PROTEIN	CHEMBL5046237	1	Scientific Literature	J Med Chem	2022	None	TIME = 3.0 hr	INHIBITOR		0.37
CHEMBL4100766		None	1311.55	None	None	CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(C)=O)CSSC[C@@H](C(N)=O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CO)NC1=O	IC50	='	11	nM	7.96			UO_0000065	6.07	None	None	None	0	CHEMBL4021570	Inhibition of biotinylated K-Ras G12D mutant (unknown origin) assessed as reduction in SOS1 (564 to 1049 residues)-mediated BODIPY-GDP-GTP exchange after 1 hr by TR-FRET assay	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None		P01116	G12D	CHEMBL2189121	GTPase KRas	Homo sapiens	SINGLE PROTEIN	CHEMBL4020739	1	Scientific Literature	Bioorg Med Chem Lett	2017	None				11
CHEMBL4869200		None	682.61	1	3.93	Oc1cc(N2CCc3c(nc(OCC4(CN5CCOCC5)CC4)nc3N3CC4CCC(C3)N4)C2)c2c(I)cccc2c1	IC50	='	0.7	nM	9.15			UO_0000065	13.41	0.3	5.22	10.62	0	CHEMBL4837101	Inhibition of recombinant his-tagged KRAS G12D mutant (unknown origin) expressed in Escherichia coli BL21(DE3) assessed as inhibition of GDP-GTP exchange rate in presence of recombinant SOS1/GMPPNP incubated for 1 hr by BODIPY fluorescence assay	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None		P01116	G12D	CHEMBL2189121	GTPase KRas	Homo sapiens	SINGLE PROTEIN	CHEMBL4834492	1	Scientific Literature	ACS Med Chem Lett	2021	None	TIME = 1.0 hr	INHIBITOR		0.7
CHEMBL4853619		None	597.53	1	4.02	CN1C[C@H](F)C[C@H]1COc1nc2c(c(N3CC4CCC(C3)N4)n1)CCN(c1cc(O)cc3cccc(Br)c13)C2	IC50	='	18.5	nM	7.73			UO_0000065	12.94	0.27	3.71	10.04	0	CHEMBL4837101	Inhibition of recombinant his-tagged KRAS G12D mutant (unknown origin) expressed in Escherichia coli BL21(DE3) assessed as inhibition of GDP-GTP exchange rate in presence of recombinant SOS1/GMPPNP incubated for 1 hr by BODIPY fluorescence assay	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None		P01116	G12D	CHEMBL2189121	GTPase KRas	Homo sapiens	SINGLE PROTEIN	CHEMBL4834492	1	Scientific Literature	ACS Med Chem Lett	2021	None	TIME = 1.0 hr	INHIBITOR		18.5
CHEMBL4082777		None	2561.06	None	None	CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC(C)=O)CSSC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(N)=O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CO)NC1=O	IC50	='	6.1	nM	8.21			UO_0000065	3.21	None	None	None	0	CHEMBL4021570	Inhibition of biotinylated K-Ras G12D mutant (unknown origin) assessed as reduction in SOS1 (564 to 1049 residues)-mediated BODIPY-GDP-GTP exchange after 1 hr by TR-FRET assay	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None		P01116	G12D	CHEMBL2189121	GTPase KRas	Homo sapiens	SINGLE PROTEIN	CHEMBL4020739	1	Scientific Literature	Bioorg Med Chem Lett	2017	None				6.1
CHEMBL4082777		None	2561.06	None	None	CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC(C)=O)CSSC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(N)=O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CO)NC1=O	IC50	='	35	nM	7.46			UO_0000065	2.91	None	None	None	0	CHEMBL4021571	Inhibition of biotinylated K-Ras G12D mutant (unknown origin) assessed as reduction in SOS1 (564 to 1049 residues)-mediated BODIPY-GDP-GTP exchange after 1 hr in presence of DTT by TR-FRET assay	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None		P01116	G12D	CHEMBL2189121	GTPase KRas	Homo sapiens	SINGLE PROTEIN	CHEMBL4020739	1	Scientific Literature	Bioorg Med Chem Lett	2017	None				35
CHEMBL4062018		None	2468.96	None	None	CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)CSSC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(=O)O)NC(=O)[C@H](C)NC(=O)[C@H](CO)NC1=O	IC50	='	244	nM	6.61			UO_0000065	2.68	None	None	None	0	CHEMBL4021571	Inhibition of biotinylated K-Ras G12D mutant (unknown origin) assessed as reduction in SOS1 (564 to 1049 residues)-mediated BODIPY-GDP-GTP exchange after 1 hr in presence of DTT by TR-FRET assay	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None		P01116	G12D	CHEMBL2189121	GTPase KRas	Homo sapiens	SINGLE PROTEIN	CHEMBL4020739	1	Scientific Literature	Bioorg Med Chem Lett	2017	None				244
CHEMBL4099289		None	2603.14	None	None	CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)CSCCCSC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CO)NC1=O	IC50	='	110	nM	6.96			UO_0000065	2.67	None	None	None	0	CHEMBL4021571	Inhibition of biotinylated K-Ras G12D mutant (unknown origin) assessed as reduction in SOS1 (564 to 1049 residues)-mediated BODIPY-GDP-GTP exchange after 1 hr in presence of DTT by TR-FRET assay	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None		P01116	G12D	CHEMBL2189121	GTPase KRas	Homo sapiens	SINGLE PROTEIN	CHEMBL4020739	1	Scientific Literature	Bioorg Med Chem Lett	2017	None				110
CHEMBL5398980		None	575.64	2	5.33	Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)cc(OC[C@@]45CCCN4C[C@H](F)C5)nc3c2F)c2c(F)cccc2c1	IC50	='	40	nM	7.4			UO_0000065	12.85	0.24	2.07	10.03	0	CHEMBL5363764	Inhibition of KRAS G12D mutant in human PANC-1 cells assessed as reduction in phosphorylation of ERK 1/2 level incubated for 3 hrs	B	BAO_0000219	cell-based format	Homo sapiens	None	None	PANC-1	None		P01116	G12D	CHEMBL2189121	GTPase KRas	Homo sapiens	SINGLE PROTEIN	CHEMBL5360613	1	Scientific Literature	ACS Med Chem Lett	2023	None	TIME = 3.0 hr	INHIBITOR		40
CHEMBL5175409		None	2226.68	None	None	CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(-c3ccccc3)cc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2[C@H](c3ccccc3)CCN2C(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCCN=[N+]=[N-])NC(C)=O)CSSC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CO)NC1=O	IC50	='	2700	nM	5.57			UO_0000065	2.5	None	None	None	0	CHEMBL5136565	Inhibition of KRAS in human ASPC1 cells harboring KRAS G12D mutant assessed as inhibition of ERK phosphorylation incubated for 2 hrs by AlphaScreen-based LDH membrane integrity assay	B	BAO_0000219	cell-based format	Homo sapiens	None	None	ASPC1	None		P01116	G12D	CHEMBL2189121	GTPase KRas	Homo sapiens	SINGLE PROTEIN	CHEMBL5131563	1	Scientific Literature	J Med Chem	2022	None	TIME = 2.0 hr	INHIBITOR		2.7
CHEMBL5085544		None	542.62	1	3.48	Oc1cc(-c2ncc3c(N4C[C@H]5CC[C@@H](C4)N5)nc(OCCN4C[C@@H]5C[C@H]4CO5)nc3c2F)c2ccccc2c1	IC50	='	3000	nM	5.52			UO_0000065	10.18	0.19	2.04	5.76	0	CHEMBL5047300	Inhibition of KRAS G12D mutant in human AGS cells assessed as reduction in ERK phosphorylation measured after 3 hrs by In-Cell Western assay	B	BAO_0000219	cell-based format	Homo sapiens	None	None	AGS	None		P01116	G12D	CHEMBL2189121	GTPase KRas	Homo sapiens	SINGLE PROTEIN	CHEMBL5046237	1	Scientific Literature	J Med Chem	2022	None	TIME = 3.0 hr	INHIBITOR		3
CHEMBL5093531		None	538.67	2	5.24	Cc1cccc2cccc(-c3ncc4c(N5C[C@H]6CC[C@@H](C5)N6)nc(OCC56CCCN5CCC6)nc4c3F)c12	IC50	='	2500	nM	5.6			UO_0000065	10.4	0.19	0.36	8.44	0	CHEMBL5047300	Inhibition of KRAS G12D mutant in human AGS cells assessed as reduction in ERK phosphorylation measured after 3 hrs by In-Cell Western assay	B	BAO_0000219	cell-based format	Homo sapiens	None	None	AGS	None		P01116	G12D	CHEMBL2189121	GTPase KRas	Homo sapiens	SINGLE PROTEIN	CHEMBL5046237	1	Scientific Literature	J Med Chem	2022	None	TIME = 3.0 hr	INHIBITOR		2.5
CHEMBL5091903		None	554.67	1	4.94	COc1cccc2cccc(-c3ncc4c(N5C[C@H]6CC[C@@H](C5)N6)nc(OCC56CCCN5CCC6)nc4c3F)c12	IC50	='	1200	nM	5.92			UO_0000065	10.67	0.2	0.98	7.83	0	CHEMBL5047300	Inhibition of KRAS G12D mutant in human AGS cells assessed as reduction in ERK phosphorylation measured after 3 hrs by In-Cell Western assay	B	BAO_0000219	cell-based format	Homo sapiens	None	None	AGS	None		P01116	G12D	CHEMBL2189121	GTPase KRas	Homo sapiens	SINGLE PROTEIN	CHEMBL5046237	1	Scientific Literature	J Med Chem	2022	None	TIME = 3.0 hr	INHIBITOR		1.2
CHEMBL5286301		None	615.73	2	5.95	CCc1cccc2cc(O)cc(-c3ncc4c(N5CCCC6(CC(O)C6)C5)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12	IC50	='	2	nM	8.7			UO_0000065	14.13	0.26	2.75	9.17	0	CHEMBL5256825	Inhibition of His-tagged KRAS G12D mutant (unknown origin) using biotinylated KRPep-2d as substrate preincubated for 30 mins followed by substrate addition and measured after 2 hrs by LANCE TR-FRET assay	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None		P01116	G12D	CHEMBL2189121	GTPase KRas	Homo sapiens	SINGLE PROTEIN	CHEMBL5252668	1	Scientific Literature	ACS Med Chem Lett	2023	None	TIME = 2.5 hr	INHIBITOR		0.002
CHEMBL5273122		None	615.66	2	5.52	C#Cc1c(F)ccc2cc(O)cc(-c3ncc4c(N5CCCC6(CCO6)C5)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12	IC50	='	1	nM	9			UO_0000065	14.62	0.27	3.48	10.73	0	CHEMBL5256825	Inhibition of His-tagged KRAS G12D mutant (unknown origin) using biotinylated KRPep-2d as substrate preincubated for 30 mins followed by substrate addition and measured after 2 hrs by LANCE TR-FRET assay	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None		P01116	G12D	CHEMBL2189121	GTPase KRas	Homo sapiens	SINGLE PROTEIN	CHEMBL5252668	1	Scientific Literature	ACS Med Chem Lett	2023	None	TIME = 2.5 hr	INHIBITOR		0.001
CHEMBL5265862		None	626.08	2	6.2	Oc1cc(-c2ncc3c(N4CCC[C@]5(CCO5)C4)nc(OC[C@@]45CCCN4C[C@H](F)C5)nc3c2F)c2c(Cl)c(F)ccc2c1	IC50	='	1	nM	9			UO_0000065	14.38	0.28	2.8	10.73	0	CHEMBL5256825	Inhibition of His-tagged KRAS G12D mutant (unknown origin) using biotinylated KRPep-2d as substrate preincubated for 30 mins followed by substrate addition and measured after 2 hrs by LANCE TR-FRET assay	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None		P01116	G12D	CHEMBL2189121	GTPase KRas	Homo sapiens	SINGLE PROTEIN	CHEMBL5252668	1	Scientific Literature	ACS Med Chem Lett	2023	None	TIME = 2.5 hr	INHIBITOR		0.001
CHEMBL5267786		None	648.69	2	5.43	CCc1c(F)ccc2cc(O)cc(-c3ncc4c(N5CCCC6(CNC(=O)O6)C5)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12	IC50	='	1	nM	9			UO_0000065	13.87	0.26	3.57	7.97	0	CHEMBL5256826	Inhibition of N-terminal His-tagged GDP-bound KRAS G12D mutant (1 to 169 residues) (unknown origin) assessed as inhibition of SOS mediated nucleotide exchange preincubated for 2 hrs followed by addition of SOS protein and unlabeled GTP measured after 30 mins by Alphascreen assay	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None		P01116	G12D	CHEMBL2189121	GTPase KRas	Homo sapiens	SINGLE PROTEIN	CHEMBL5252668	1	Scientific Literature	ACS Med Chem Lett	2023	None	TIME = 2.5 hr	INHIBITOR		0.001
CHEMBL5265862		None	626.08	2	6.2	Oc1cc(-c2ncc3c(N4CCC[C@]5(CCO5)C4)nc(OC[C@@]45CCCN4C[C@H](F)C5)nc3c2F)c2c(Cl)c(F)ccc2c1	IC50	='	1	nM	9			UO_0000065	14.38	0.28	2.8	10.73	0	CHEMBL5256826	Inhibition of N-terminal His-tagged GDP-bound KRAS G12D mutant (1 to 169 residues) (unknown origin) assessed as inhibition of SOS mediated nucleotide exchange preincubated for 2 hrs followed by addition of SOS protein and unlabeled GTP measured after 30 mins by Alphascreen assay	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None		P01116	G12D	CHEMBL2189121	GTPase KRas	Homo sapiens	SINGLE PROTEIN	CHEMBL5252668	1	Scientific Literature	ACS Med Chem Lett	2023	None	TIME = 2.5 hr	INHIBITOR		0.001
CHEMBL5267786		None	648.69	2	5.43	CCc1c(F)ccc2cc(O)cc(-c3ncc4c(N5CCCC6(CNC(=O)O6)C5)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12	IC50	='	24	nM	7.62			UO_0000065	11.75	0.22	2.19	6.75	0	CHEMBL5256827	Inhibition of KRAS G12D mutant in human ASPC1 cells assessed as reduction in ERK1/2 phosphorylation level incubated for 2 hrs by MSD assay	B	BAO_0000219	cell-based format	Homo sapiens	None	None	ASPC1	None		P01116	G12D	CHEMBL2189121	GTPase KRas	Homo sapiens	SINGLE PROTEIN	CHEMBL5252668	1	Scientific Literature	ACS Med Chem Lett	2023	None	TIME = 2.0 hr	INHIBITOR		0.024
CHEMBL5279657		None	601.7	2	5.97	CCc1cccc2cc(O)cc(-c3ncc4c(N5CCCC6(CCO6)C5)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12	IC50	='	11	nM	7.96			UO_0000065	13.23	0.25	1.99	9.49	0	CHEMBL5256827	Inhibition of KRAS G12D mutant in human ASPC1 cells assessed as reduction in ERK1/2 phosphorylation level incubated for 2 hrs by MSD assay	B	BAO_0000219	cell-based format	Homo sapiens	None	None	ASPC1	None		P01116	G12D	CHEMBL2189121	GTPase KRas	Homo sapiens	SINGLE PROTEIN	CHEMBL5252668	1	Scientific Literature	ACS Med Chem Lett	2023	None	TIME = 2.0 hr	INHIBITOR		0.011
CHEMBL5081048		None	600.65	1	4.71	C#Cc1c(F)ccc2cc(O)cc(-c3ncc4c(N5C[C@H]6CC[C@@H](C5)N6)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12	IC50	='	5	nM	8.3			UO_0000065	13.82	0.26	3.59	9.58	0	CHEMBL5047307	Inhibition of human GDP-bound KRAS G12D mutant assessed as inhibition of SOS1-catalyzed nucleotide exchange by measuring KRAS G12D mutant/GTP/c-Raf1 complex formation incubated for 120 mins followed by incubation with SOS1 and GTP for 60 mins followed by addition of c-Raf1 for 60 mins and measured after 60 mins by AlphaLISA assay	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None		P01116	G12D	CHEMBL2189121	GTPase KRas	Homo sapiens	SINGLE PROTEIN	CHEMBL5046237	1	Scientific Literature	J Med Chem	2022	None	TIME = 5.0 hr	INHIBITOR		5
CHEMBL5093274		None	558.63	1	4.59	Oc1cc(-c2ncc3c(N4C[C@H]5CC[C@@H](C4)N5)nc(OC[C@]45CCCN4C[C@@H](F)C5)nc3c2F)c2ccccc2c1	IC50	='	64	nM	7.19			UO_0000065	12.88	0.24	2.6	8.3	0	CHEMBL5047300	Inhibition of KRAS G12D mutant in human AGS cells assessed as reduction in ERK phosphorylation measured after 3 hrs by In-Cell Western assay	B	BAO_0000219	cell-based format	Homo sapiens	None	None	AGS	None		P01116	G12D	CHEMBL2189121	GTPase KRas	Homo sapiens	SINGLE PROTEIN	CHEMBL5046237	1	Scientific Literature	J Med Chem	2022	None	TIME = 3.0 hr	INHIBITOR		0.064
CHEMBL5193444		None	2072.5	None	None	CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(-c3ccccc3)cc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)CSSC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CC[C@@H](c3ccccc3)N2C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CO)NC1=O	IC50	='	94	nM	7.03			UO_0000065	3.39	None	None	None	0	CHEMBL5136563	Inhibition of recombinant biotinylated KRAS G12D mutant (unknown origin) assessed as inhibition of SOS-catalyzed nucleotide exchange preincubated for 60 mins followed by addition of human SOS protein and unlabeled GTP and measured after 60 mins by TR-FRET analysis	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None		P01116	G12D	CHEMBL2189121	GTPase KRas	Homo sapiens	SINGLE PROTEIN	CHEMBL5131563	1	Scientific Literature	J Med Chem	2022	None	TIME = 1.0 hr	INHIBITOR		94
CHEMBL5173458		None	1926.35	None	None	CC[C@H](C)[C@@H]1NC(=O)[C@H](CC2CCCCC2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)CSSC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CO)NC1=O	IC50	='	161	nM	6.79			UO_0000065	3.53	None	None	None	0	CHEMBL5136563	Inhibition of recombinant biotinylated KRAS G12D mutant (unknown origin) assessed as inhibition of SOS-catalyzed nucleotide exchange preincubated for 60 mins followed by addition of human SOS protein and unlabeled GTP and measured after 60 mins by TR-FRET analysis	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None		P01116	G12D	CHEMBL2189121	GTPase KRas	Homo sapiens	SINGLE PROTEIN	CHEMBL5131563	1	Scientific Literature	J Med Chem	2022	None	TIME = 1.0 hr	INHIBITOR		161
CHEMBL5289987		None	619.69	2	5.7	CCc1c(F)ccc2cc(O)cc(-c3ncc4c(N5CC(O)CC6(CC6)C5)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12	IC50	='	34	nM	7.47			UO_0000065	12.05	0.23	1.77	7.87	0	CHEMBL5256827	Inhibition of KRAS G12D mutant in human ASPC1 cells assessed as reduction in ERK1/2 phosphorylation level incubated for 2 hrs by MSD assay	B	BAO_0000219	cell-based format	Homo sapiens	None	None	ASPC1	None		P01116	G12D	CHEMBL2189121	GTPase KRas	Homo sapiens	SINGLE PROTEIN	CHEMBL5252668	1	Scientific Literature	ACS Med Chem Lett	2023	None	TIME = 2.0 hr	INHIBITOR		0.034
CHEMBL4062018		None	2468.96	None	None	CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)CSSC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(=O)O)NC(=O)[C@H](C)NC(=O)[C@H](CO)NC1=O	IC50	='	64	nM	7.19			UO_0000065	2.91	None	None	None	0	CHEMBL4021570	Inhibition of biotinylated K-Ras G12D mutant (unknown origin) assessed as reduction in SOS1 (564 to 1049 residues)-mediated BODIPY-GDP-GTP exchange after 1 hr by TR-FRET assay	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None		P01116	G12D	CHEMBL2189121	GTPase KRas	Homo sapiens	SINGLE PROTEIN	CHEMBL4020739	1	Scientific Literature	Bioorg Med Chem Lett	2017	None				64
CHEMBL4060952		None	2665.21	None	None	CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)CSCc2ccccc2CSC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CO)NC1=O	IC50	='	2580	nM	5.59			UO_0000065	2.1	None	None	None	0	CHEMBL4021570	Inhibition of biotinylated K-Ras G12D mutant (unknown origin) assessed as reduction in SOS1 (564 to 1049 residues)-mediated BODIPY-GDP-GTP exchange after 1 hr by TR-FRET assay	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None		P01116	G12D	CHEMBL2189121	GTPase KRas	Homo sapiens	SINGLE PROTEIN	CHEMBL4020739	1	Scientific Literature	Bioorg Med Chem Lett	2017	None				2580
